u_id,b_id,a_id,name,average_rating,ratings_count,text_reviews_count
1765216,4364,3019,Suketu Mehta,3.91,7327,571
1765216,78482,5237,Hunter S. Thompson,4.03,342012,9649
1765216,150857,13728,Alvin Schwartz,4.11,58513,2375
1765216,11297,3354,Haruki Murakami,3.95,1210655,86253
1765216,318031,176964,Frank Owen,3.63,831,96
1765216,1642446,224103,Ira Serkes,3.72,50,9
1765216,41913,344522,P.D. James,3.69,248764,17834
1765216,827458,431046,Pete Jordan,3.58,1871,416
1765216,147647,85435,Mark Alan Stamaty,4.01,767,194
1765216,25374,588,Neil Strauss,3.89,73355,5133
1765216,18957,11395,David Simon,4.35,14626,1289
1765216,9717,6343,Milan Kundera,4.00,353846,16186
1765216,3711,2522,Zadie Smith,3.63,164954,12854
1765216,378581,2279,Geoff Dyer,3.68,45607,3099
1765216,11741,7491,Marilynne Robinson,3.85,107523,15692
1765216,7779696,3392053,Mosab Hassan Yousef,4.11,5440,773
1765216,7970416,116504,Laura Amy Schlitz,3.80,21885,3833
1765216,2875137,1246713,Indi Young,3.79,547,28
1765216,20578350,7778606,Alexandra Watkins,4.15,156,33
1765216,22747803,198514,Mara Rockliff,3.96,1907,558
1765216,13271106,4687115,Kimberly Kinrade,4.12,1558,274
1765216,18892071,11593,Beatrix Potter,4.19,293935,3886
1765216,18693910,7378,William Finnegan,4.10,1562,232
1765216,18428067,5989255,Anthony Marra,4.13,30689,5261
1765216,23995336,5989255,Anthony Marra,4.13,30689,5261
1765216,20995,865,Robert Greene,4.16,56985,3375
1765216,724205,13398,Ellyn Satter,4.09,1163,227
1765216,24800,13974,Mark Z. Danielewski,4.06,85432,8378
1765216,88385,41209,Jennifer Haigh,3.68,31484,4588
1765216,72876,41209,Jennifer Haigh,3.68,31484,4588
1765216,102359,22393,Naomi Wolf,3.86,20823,1664
1765216,3974,2687,Dan Simmons,4.03,361963,19139
1765216,5759088,72039,Roberto Bolaño,3.98,79904,9036
1765216,57642,32519,Marc Maron,3.75,4877,558
1765216,4538,2713,E.L. Konigsburg,4.02,182986,8296
1765216,90872,11746,Lorrie Moore,3.75,58671,7095
515609,32501,12470,Michael Connelly,4.07,987988,45979
515609,1827659,1025097,Patricia Cornwell,3.86,867491,24695
515609,1797265,1025097,Patricia Cornwell,3.86,867491,24695
515609,540985,1025097,Patricia Cornwell,3.86,867491,24695
515609,1246476,1025097,Patricia Cornwell,3.86,867491,24695
515609,421918,1025097,Patricia Cornwell,3.86,867491,24695
515609,1246475,1025097,Patricia Cornwell,3.86,867491,24695
515609,563696,1025097,Patricia Cornwell,3.86,867491,24695
515609,85379,1025097,Patricia Cornwell,3.86,867491,24695
515609,320167,1025097,Patricia Cornwell,3.86,867491,24695
515609,232145,1025097,Patricia Cornwell,3.86,867491,24695
515609,123598,1025097,Patricia Cornwell,3.86,867491,24695
515609,6541,1025097,Patricia Cornwell,3.86,867491,24695
515609,6531,1025097,Patricia Cornwell,3.86,867491,24695
515609,232123,1025097,Patricia Cornwell,3.86,867491,24695
515609,132336,1025097,Patricia Cornwell,3.86,867491,24695
515609,6534,1025097,Patricia Cornwell,3.86,867491,24695
515609,6537,1025097,Patricia Cornwell,3.86,867491,24695
515609,6539,1025097,Patricia Cornwell,3.86,867491,24695
515609,262229,9559,Sue Grafton,3.89,643793,23398
515609,643962,9559,Sue Grafton,3.89,643793,23398
515609,142079,9559,Sue Grafton,3.89,643793,23398
515609,64862,9559,Sue Grafton,3.89,643793,23398
515609,64864,9559,Sue Grafton,3.89,643793,23398
515609,262228,9559,Sue Grafton,3.89,643793,23398
515609,380975,9559,Sue Grafton,3.89,643793,23398
515609,380976,9559,Sue Grafton,3.89,643793,23398
515609,64854,9559,Sue Grafton,3.89,643793,23398
515609,89165,9559,Sue Grafton,3.89,643793,23398
515609,643974,9559,Sue Grafton,3.89,643793,23398
515609,102525,9559,Sue Grafton,3.89,643793,23398
515609,257990,9559,Sue Grafton,3.89,643793,23398
515609,169211,9559,Sue Grafton,3.89,643793,23398
515609,64860,9559,Sue Grafton,3.89,643793,23398
515609,64857,9559,Sue Grafton,3.89,643793,23398
515609,89656,9559,Sue Grafton,3.89,643793,23398
515609,64865,9559,Sue Grafton,3.89,643793,23398
515609,64863,9559,Sue Grafton,3.89,643793,23398
515609,2013428,20852,William W. Johnstone,4.12,28901,1554
515609,2013427,20852,William W. Johnstone,4.12,28901,1554
515609,2013424,20852,William W. Johnstone,4.12,28901,1554
515609,2013419,20852,William W. Johnstone,4.12,28901,1554
515609,2013421,20852,William W. Johnstone,4.12,28901,1554
515609,2013420,20852,William W. Johnstone,4.12,28901,1554
515609,2013418,20852,William W. Johnstone,4.12,28901,1554
515609,2013417,20852,William W. Johnstone,4.12,28901,1554
515609,2013416,20852,William W. Johnstone,4.12,28901,1554
1233196,644655,56067,Ann Cleeves,3.88,39201,3854
1233196,11488123,3161782,Natasha Solomons,3.73,19181,2814
1233196,9969571,31712,Ernest Cline,4.21,299451,43455
1233196,15814872,1274669,Mark Owen,3.94,34669,3469
1233196,7865083,776,Michael Lewis,4.12,297716,17906
1233196,3333737,1152007,Betty Roberts,3.85,20,7
1233196,51108,28719,Gail Tsukiyama,3.99,46092,4108
1233196,51114,28719,Gail Tsukiyama,3.99,46092,4108
1233196,3367956,1421619,Jamie Ford,3.94,200670,19240
1233196,3863861,1647762,Julie James,4.00,167485,9584
1233196,6642402,1647762,Julie James,4.00,167485,9584
1233196,5082599,1647762,Julie James,4.00,167485,9584
1233196,8689732,317354,Kristan Higgins,3.97,136560,11594
1233196,6766430,317354,Kristan Higgins,3.97,136560,11594
1233196,2884065,317354,Kristan Higgins,3.97,136560,11594
1233196,950018,317354,Kristan Higgins,3.97,136560,11594
1233196,581999,317354,Kristan Higgins,3.97,136560,11594
1233196,5024334,317354,Kristan Higgins,3.97,136560,11594
1233196,8045789,589,Orson Scott Card,4.05,1872821,83006
1233196,6080420,486136,J. Courtney Sullivan,3.39,50091,7026
1233196,85301,3670,Jhumpa Lahiri,3.99,424823,30335
1233196,5439,3670,Jhumpa Lahiri,3.99,424823,30335
1233196,33917,3670,Jhumpa Lahiri,3.99,424823,30335
1233196,4667024,1943477,Kathryn Stockett,4.45,1341566,74282
1233196,1232,815,Carlos Ruiz Zafón,4.08,423525,34877
1233196,7260188,153394,Suzanne Collins,4.28,7892317,340584
1233196,6148028,153394,Suzanne Collins,4.28,7892317,340584
1233196,2767052,153394,Suzanne Collins,4.28,7892317,340584
1233196,528113,292406,Jennie Shortridge,3.56,4743,938
1233196,6260997,60441,Nicholas D. Kristof,4.25,39805,4888
1233196,51113,28719,Gail Tsukiyama,3.99,46092,4108
1233196,18637167,5782157,Kellie Coates Gilbert,4.05,715,303
1233196,13147885,84008,Peter L. Bergen,3.97,4213,530
1233196,24611522,23988,Mary Oliver,4.31,47611,4134
1233196,424,238,Joan Didion,3.90,153241,12864
1233196,18525758,567166,Peter Finn,3.67,549,124
1233196,15843081,639440,Sean McMeekin,4.00,833,160
1233196,18077924,134377,George Prochnik,3.71,892,162
1233196,18114161,7145954,Kenan Trebincevic,4.15,464,75
1233196,15994634,6521646,Therese Anne Fowler,3.79,31776,3818
1233196,10102881,35807,Hisham Matar,3.54,4912,798
1233196,8442457,2383,Gillian Flynn,3.96,1869660,167474
1233196,11447921,12667,Jess Walter,3.69,130971,15782
1233196,9476308,4390701,Haley Tanner,3.66,4219,790
1233196,9999107,148847,Daisy Goodwin,3.40,29873,4434
1233196,54539,173,George Eliot,3.80,229279,10119
1233196,19089,173,George Eliot,3.80,229279,10119
1233196,264,159,Henry James,3.63,227026,12254
1233196,10054335,4536964,Amor Towles,3.96,66804,7711
1233196,6463967,776,Michael Lewis,4.12,297716,17906
1233196,1074808,22680,Barbara Cleverly,3.65,9559,1208
1233196,1310,871,Brent Walth,4.33,76,16
1488163,5439,3670,Jhumpa Lahiri,3.99,424823,30335
1488163,85301,3670,Jhumpa Lahiri,3.99,424823,30335
1488163,685696,366947,W.W. Robinson,3.74,19,2
1488163,6759,4339,David Foster Wallace,4.14,184273,17922
1488163,3176546,2505663,Harry S. Dent Jr.,3.36,789,136
1488163,765748,403685,Kevin Patterson,3.77,962,192
1488163,3228917,1439,Malcolm Gladwell,3.92,1164644,48310
1488163,3564962,8002,John Grogan,4.10,339143,14268
1488163,3363158,4391661,Warren E. Buffet,4.42,135,12
1488163,5204,3524,Joyce Carol Oates,3.67,257889,22167
1488163,446388,741,Janet Lowe,3.78,1586,113
1488163,41977,3532,Maeve Binchy,3.84,392076,21943
1488163,242006,3058,Augusten Burroughs,3.77,479846,21296
1488163,1934,1315,Louisa May Alcott,4.00,1314399,21567
1488163,375013,6900,Thomas Keneally,4.28,114815,2831
1488163,41681,23510,Upton Sinclair,3.70,105396,4996
1488163,15972,3524,Joyce Carol Oates,3.67,257889,22167
1488163,21269,4627,Rick Steves,4.21,18024,1401
1488163,19551,4627,Rick Steves,4.21,18024,1401
1488163,21260,4627,Rick Steves,4.21,18024,1401
1488163,194897,113655,Liz Pulliam Weston,3.59,450,65
1488163,104534,2973507,Andrea Nguyen,4.12,1294,89
1488163,4214,811,Yann Martel,3.85,968368,43472
1488163,7613,3706,George Orwell,3.98,3641949,71670
1488163,3577033,27632,David Plotz,3.68,1902,334
1488163,49186,27632,David Plotz,3.68,1902,334
1488163,2054761,933665,Alice Schroeder,4.02,23041,758
1488163,5505770,238090,Michael E. Kinsley,3.30,294,41
1488163,769896,7995,James A. Michener,4.10,217779,7182
1488163,7061,4738,Alexander McCall Smith,3.84,591393,47778
1488163,839997,436225,Édith Piaf,3.69,192,13
1488163,82751,3878,Adeline Yen Mah,3.94,44370,3830
1488163,13214,3503,Maya Angelou,4.17,311052,10027
1488163,38447,3472,Margaret Atwood,3.94,1100294,63989
1488163,135479,2778055,Kurt Vonnegut,4.04,1726833,49760
1488163,998,659,Thomas J. Stanley,3.99,46271,1976
1488163,2350460,11187,Polly Horvath,3.69,14514,2172
1488163,181420,105761,Kay Ann Johnson,4.05,204,19
1488163,95784,17765,Iris Chang,4.06,15566,1199
1488163,139254,686103,Anchee Min,3.80,44961,3689
1488163,178796,104161,Xinran,4.05,11324,1479
1488163,11691,1728,Orhan Pamuk,3.70,108790,10243
1488163,2457126,3670,Jhumpa Lahiri,3.99,424823,30335
1488163,2272880,1399,Leonard Mlodinow,4.00,77045,4233
1488163,37470,9987,Philippa Gregory,3.88,1033804,55656
1488163,152,128382,Leo Tolstoy,4.02,691953,30651
1488163,7144,3137322,Fyodor Dostoyevsky,4.16,834612,30843
1488163,1241,822,James Frey,3.66,234800,15274
1488163,5704,3877,Ruthanne Lum McCunn,3.72,1637,240
1488163,89230,48403,Anthony Everitt,3.95,9016,773
1488163,306806,306,William Golding,3.62,1450732,23333
1488163,563722,308929,Helon Habila,3.80,2462,330
1488163,1454606,682849,Valerie M. Hudson,4.04,215,43
1488163,3483356,1468626,Qanta A. Ahmed,3.71,4622,682
1488163,87745,9291,David Baldacci,4.00,825636,47649
1488163,3832016,1633985,Kay Bratt,4.03,11102,1292
1488163,31688,17772,Hua-Ling Hu,3.97,38,10
1488163,1300866,49014,Andrea J. Buchanan,3.92,4507,669
1488163,31196,4176632,W. Somerset Maugham,4.02,125713,9742
1488163,4631,1455,Ernest Hemingway,3.81,1331911,44966
1488163,17150,881203,Willa Cather,3.79,169454,11515
1488163,6514,4379,Sylvia Plath,4.01,481713,15143
1488163,4981,2778055,Kurt Vonnegut,4.04,1726833,49760
1488163,533465,5836922,Dai Sijie,3.58,39650,3465
1488163,129911,17290,Maxine Hong Kingston,3.71,20022,1204
1488163,1202,798,Steven D. Levitt,3.90,593575,18546
1488163,25460,3541,Barbara Kingsolver,3.97,994073,57439
1488163,865,566,Paulo Coelho,3.71,1789770,82226
1488163,179264,104437,Debra Dean,3.71,13236,1960
1488163,10210,1036615,Charlotte Brontë,4.06,1227153,31177
1488163,47305,686103,Anchee Min,3.80,44961,3689
1488163,6867,2408,Ian McEwan,3.71,626549,41106
1488163,185087,107877,Beth Nonte Russell,3.30,649,150
1488163,70505,39782,Mary Hopkins-Best,3.78,343,42
1488163,510823,284250,Jeff Gammage,3.89,366,59
1488163,112296,64983,Karin Evans,3.98,1907,163
1488163,415531,234753,Marie Myung-Ok Lee,3.65,1795,278
1488163,185087,107877,Beth Nonte Russell,3.30,649,150
1488163,1042203,519133,Rob Gifford,4.00,2803,379
1488163,9755,6367,Peter Hessler,4.15,17849,1885
1488163,94053,6367,Peter Hessler,4.15,17849,1885
1488163,1103,713,Lisa See,3.94,473776,34678
1488163,1078,704,Pearl S. Buck,3.96,217079,10803
2304042,9416,6160,Sophie Kinsella,3.72,1831572,68940
2304042,5139,3490,Lauren Weisberger,3.59,774149,15947
2304042,29579,16667,Isaac Asimov,4.11,1265971,29565
2304042,22328,9226,William Gibson,3.86,414959,15488
2304042,234225,58,Frank Herbert,4.04,803420,17463
2304042,11,4,Douglas Adams,4.18,1796161,34449
2304042,375802,589,Orson Scott Card,4.05,1872821,83006
2304042,5129,3487,Aldous Huxley,3.96,1096096,21291
2304042,5470,3706,George Orwell,3.98,3641954,71670
2304042,18405,11081,Margaret Mitchell,4.27,804991,14647
2304042,10964,3617,Diana Gabaldon,4.24,1338376,78765
2304042,6952,4694,Laura Esquivel,3.91,271893,6210
2304042,21787,12521,William Goldman,4.23,598964,14431
2304042,15931,2345,Nicholas Sparks,4.05,3991599,121000
2304042,10210,1036615,Charlotte Brontë,4.06,1227153,31177
2304042,14935,1265,Jane Austen,4.08,3913184,105390
2304042,41865,941441,Stephenie Meyer,3.64,7842725,277451
2304042,1885,1265,Jane Austen,4.08,3913184,105390
2304042,14050,498072,Audrey Niffenegger,3.89,1245869,54491
2304042,19691,3892,Tom Clancy,3.96,965805,14398
2304042,14995,9355,Dean Koontz,3.88,1781952,65677
2304042,7869,5293,Robert Ludlum,3.94,751057,11089
2304042,23807,12455,Thomas Harris,4.00,588057,8984
2304042,13148,3780,James Patterson,3.96,3847708,173524
2304042,452196,5194,Michael Crichton,3.76,1724008,37175
2304042,32542,721,John Grisham,3.86,3166206,91696
2304042,11588,3389,Stephen King,3.98,8638329,274531
2304042,77203,569,Khaled Hosseini,4.24,2533266,114266
2304042,968,630,Dan Brown,3.75,4543148,126848
2304042,480479,4826,Frances Mayes,3.69,278744,4339
2304042,7763,5246,Amy Tan,3.88,744995,18665
2304042,7244,3541,Barbara Kingsolver,3.97,994073,57439
2304042,10441,6876,Kim Edwards,3.62,497271,19188
2304042,2187,1467,Jeffrey Eugenides,3.93,1195278,47092
2304042,12232938,316,Alice Sebold,3.73,1570999,42541
2304042,37435,4711,Sue Monk Kidd,3.97,1058783,48893
2304042,930,614,Arthur Golden,4.06,1269312,23271
2304042,153747,1624,Herman Melville,3.47,428134,13811
2304042,24280,13661,Victor Hugo,4.09,668661,16896
2304042,1381,903,Homer,3.75,935204,11969
2304042,7126,4785,Alexandre Dumas,4.12,863346,21941
2304042,18490,11139,Mary Shelley,3.73,795163,17331
2304042,1953,239579,Charles Dickens,3.85,2156758,56170
2304042,1934,1315,Louisa May Alcott,4.00,1314400,21567
2304042,18135,947,William Shakespeare,3.85,4460149,65504
2304042,2956,1244,Mark Twain,3.83,1745086,30407
2304042,7624,306,William Golding,3.62,1450732,23333
2304042,4981,2778055,Kurt Vonnegut,4.04,1726834,49761
2304042,7613,3706,George Orwell,3.98,3641954,71670
2304042,30119,435477,Shel Silverstein,4.31,1981430,27156
2304042,4671,3190,F. Scott Fitzgerald,3.86,2626629,59018
2304042,890,585,John Steinbeck,3.88,2506381,64545
2304042,865,566,Paulo Coelho,3.71,1789770,82226
2304042,320,13450,Gabriel Garcí­a Márquez,3.93,1055838,44738
2304042,14748,9212,Jennifer Weiner,3.66,790524,31979
2304042,350,205,Robert A. Heinlein,3.91,806032,22112
2304042,4381,1630,Ray Bradbury,3.99,1429789,47280
2304042,7604,5152,Vladimir Nabokov,3.87,763343,26717
2304042,19501,11679,Elizabeth Gilbert,3.50,1201911,63813
2304042,2657,1825,Harper Lee,4.21,2884941,80460
2304042,5107,819789,J.D. Salinger,3.82,2140400,47763
2304042,4137,2849,David Sedaris,3.97,1291947,51476
1618136,266904,155829,Jeanne Birdsall,4.16,51328,6091
1618136,1898,1235,Jon Krakauer,3.97,1003102,39515
1618136,4667024,1943477,Kathryn Stockett,4.45,1341566,74282
1618136,8664353,30913,Laura Hillenbrand,4.38,501641,41943
1618136,12963146,3114906,Karen Witemeyer,4.15,37443,3959
1618136,8354134,12950,Wendelin Van Draanen,4.00,119490,10453
1618136,18079776,4711,Sue Monk Kidd,3.97,1058783,48893
1618136,1278752,615274,Kate Morton,4.04,357837,40186
1618136,34494,1654,Terry Pratchett,4.12,2704614,83103
1618136,13056159,133995,Laura Moriarty,3.75,54023,6499
1618136,1967633,53935,Susan Campbell Bartoletti,3.99,20646,3238
1618136,6609765,51942,Sharon M. Draper,4.25,104591,15357
1618136,11870085,1406384,John Green,4.14,3749705,252515
1618136,11235712,4684322,Marissa Meyer,4.25,712141,85879
1618136,462033,5023,Jacqueline Winspear,3.98,160148,16355
1618136,13538641,27281,Bill O'Reilly,3.95,147698,15084
1618136,10587120,27281,Bill O'Reilly,3.95,147698,15084
1618136,3152629,36931,Kevin Leman,3.90,17868,2161
1618136,48760,36931,Kevin Leman,3.90,17868,2161
1618136,900097,26886,Stan Berenstain,4.07,282923,4783
1618136,7735333,1304470,Ally Condie,3.64,733517,53343
1618136,9361589,4370565,Erin Morgenstern,4.02,383696,45920
1618136,4835838,99650,Wendy Mass,4.11,133946,12577
1618136,10710619,2988149,Kristen Chandler,3.67,3114,664
1618136,3367956,1421619,Jamie Ford,3.94,200670,19240
1618136,199530,6125,Fannie Flagg,4.10,289411,15468
1618136,6294,4260,Diana Wynne Jones,4.09,358906,19694
1618136,7823592,15873,Cornelia Funke,3.88,582728,24525
1618136,100464,15873,Cornelia Funke,3.88,582728,24525
1618136,10189954,5656153,Jason F. Wright,3.76,36348,7210
1618136,7692967,653461,Helen Grant,3.60,3813,787
1618136,2140203,973030,Debra Sansing Woods,4.16,521,189
1618136,87528,50266,Muffy Mead-Ferro,3.30,1209,325
1618136,3432478,1443712,Carrie Ryan,3.79,166067,20055
1618136,3330327,5656153,Jason F. Wright,3.76,36348,7210
1618136,923935,5656153,Jason F. Wright,3.76,36348,7210
1618136,1316382,5656153,Jason F. Wright,3.76,36348,7210
1618136,13929,8649,Juliet Marillier,4.14,183926,13559
1618136,6218281,1074866,Alan Bradley,3.94,226854,30356
1618136,7781431,2995577,Helen Simonson,3.86,93024,10235
1618136,64207,36122,Patricia C. Wrede,4.09,233853,10407
1618136,2728527,1194527,Mary Ann Shaffer,4.11,372883,36812
1618136,2318271,287960,Randy Pausch,4.24,215542,13741
1618136,352965,207452,Gerald N. Lund,4.32,124566,7715
1618136,121809,41826,Chris Heimerdinger,4.10,54459,2017
1618136,625559,207452,Gerald N. Lund,4.32,124566,7715
1618136,625649,207452,Gerald N. Lund,4.32,124566,7715
1618136,596259,313356,Gordon B. Hinckley,4.58,32564,1352
1618136,450836,207452,Gerald N. Lund,4.32,124566,7715
1618136,381787,207452,Gerald N. Lund,4.32,124566,7715
1618136,625554,207452,Gerald N. Lund,4.32,124566,7715
1618136,625560,207452,Gerald N. Lund,4.32,124566,7715
1618136,625555,207452,Gerald N. Lund,4.32,124566,7715
1618136,625561,207452,Gerald N. Lund,4.32,124566,7715
1618136,625556,207452,Gerald N. Lund,4.32,124566,7715
1618136,596258,313356,Gordon B. Hinckley,4.58,32564,1352
1618136,444056,249710,Jane Clayson Johnson,4.17,3469,940
1618136,1171822,62012,Sheri Dew,4.44,23830,2309
1618136,114990,5578,Elaine St. James,3.71,2462,296
1618136,968,630,Dan Brown,3.75,4543149,126848
1618136,6411961,630,Dan Brown,3.75,4543149,126848
1618136,49266,6547946,Tom Rath,3.89,41196,2846
1618136,2767052,153394,Suzanne Collins,4.28,7892324,340584
1618136,3636,2493,Lois Lowry,4.07,1858299,85155
1618136,1162543,941441,Stephenie Meyer,3.64,7842727,277451
1618136,48855,3720,Anne Frank,4.08,1759132,17620
1618136,428263,941441,Stephenie Meyer,3.64,7842727,277451
1618136,49041,941441,Stephenie Meyer,3.64,7842727,277451
1618136,15881,1077326,J.K. Rowling,4.42,14694438,307286
1618136,2,1077326,J.K. Rowling,4.42,14694438,307286
1618136,1,1077326,J.K. Rowling,4.42,14694438,307286
1618136,6,1077326,J.K. Rowling,4.42,14694438,307286
1618136,5,1077326,J.K. Rowling,4.42,14694438,307286
1618136,136251,1077326,J.K. Rowling,4.42,14694438,307286
1618136,2657,1825,Harper Lee,4.21,2884942,80460
1618136,41865,941441,Stephenie Meyer,3.64,7842727,277451
1618136,3,1077326,J.K. Rowling,4.42,14694438,307286
1618136,7624,306,William Golding,3.62,1450732,23333
1618136,890,585,John Steinbeck,3.88,2506382,64545
1618136,37415,15151,Zora Neale Hurston,3.87,190086,8351
1618136,7494,3780,James Patterson,3.96,3847710,173524
1618136,11451071,4181059,R. William Bennett,4.03,1485,525
1618136,1838166,155829,Jeanne Birdsall,4.16,51328,6091
1618136,12262741,155717,Cheryl Strayed,3.96,358163,35746
1618136,19145214,5810676,Vicki Hoefle,3.82,319,44
1618136,21874813,1074866,Alan Bradley,3.94,226854,30356
1618136,28187,15872,Rick Riordan,4.30,4780358,191183
1152651,244338,403,Beverly Cleary,3.97,612154,12585
1152651,5907,656983,J.R.R. Tolkien,4.29,5374099,79927
1152651,9822,6412,Robert C. O'Brien,4.07,140390,3802
1152651,677510,196218,Lon Tinkle,3.73,159,14
1152651,1633,1058,David Allen,3.94,71490,3485
1152651,91244,403,Beverly Cleary,3.97,612154,12585
1152651,91253,403,Beverly Cleary,3.97,612154,12585
1152651,6718568,403,Beverly Cleary,3.97,612154,12585
1152651,893135,11466,Markus Zusak,4.33,1112105,94022
1152651,5960636,44567,Theodore Roosevelt,3.83,4976,394
1152651,7155145,1791,Seth Godin,3.84,117088,6689
1152651,3147367,3041,Jon Meacham,3.86,48911,3159
1152651,2215865,1002562,Scott McClellan,3.20,1432,300
1152651,3228917,1439,Malcolm Gladwell,3.92,1164650,48310
1152651,531133,27397,Benjamin Hoff,3.99,91496,3504
1152651,99110,81466,A.A. Milne,4.34,389082,5950
1152651,1617,1049,Elie Wiesel,4.26,614726,20532
1152651,7624,306,William Golding,3.62,1450733,23333
1152651,998,659,Thomas J. Stanley,3.99,46271,1976
1152651,314097,3461243,Ian  Lloyd,3.89,221,37
1152651,3343192,1412732,Kevin Hinckley,4.09,273,105
1152651,56452,18731,Marcus Buckingham,3.91,46306,1343
1152651,759283,401049,Jon Franklin,3.86,670,132
1152651,1038926,721,John Grisham,3.86,3166208,91696
1152651,75890,43178,Jeffrey Gitomer,3.95,11292,577
1152651,36072,1538,Stephen R. Covey,3.99,300454,6821
1152651,180463,828,Arbinger Institute,4.16,17495,2300
1152651,40102,1439,Malcolm Gladwell,3.92,1164650,48310
1152651,18512,656983,J.R.R. Tolkien,4.29,5374099,79927
1152651,15241,656983,J.R.R. Tolkien,4.29,5374099,79927
1152651,10210,1036615,Charlotte Brontë,4.06,1227153,31177
1152651,34,656983,J.R.R. Tolkien,4.29,5374099,79927
1152651,5129,3487,Aldous Huxley,3.96,1096097,21291
1152651,960,630,Dan Brown,3.75,4543152,126848
1152651,15881,1077326,J.K. Rowling,4.42,14694445,307286
1152651,5,1077326,J.K. Rowling,4.42,14694445,307286
1152651,2,1077326,J.K. Rowling,4.42,14694445,307286
1152651,6,1077326,J.K. Rowling,4.42,14694445,307286
1152651,1,1077326,J.K. Rowling,4.42,14694445,307286
1152651,136251,1077326,J.K. Rowling,4.42,14694445,307286
1152651,3,1077326,J.K. Rowling,4.42,14694445,307286
1152651,2657,1825,Harper Lee,4.21,2884943,80460
1152651,9673436,38120,Brian Selznick,4.04,308348,26349
1152651,8971659,709319,Heidi S. Swinton,4.45,3838,893
1152651,6755260,2109946,Robin Nixon,3.73,738,58
1152651,364662,145307,N.E. Bode,3.98,4377,444
1152651,9297629,15441,Bob Woodward,3.92,61907,2900
1152651,15828856,5280659,Kenneth L. Alford,3.50,12,2
1152651,1202,798,Steven D. Levitt,3.90,593577,18546
1152651,333404,64565,Berkeley Breathed,4.34,47804,1584
1152651,1139231,13692,Leonard Sax,4.09,5668,1403
1152651,833335,50962,S. Michael Wilcox,4.35,4905,1153
1152651,944278,64605,Daniel Lapin,4.24,1879,157
1152651,4214,811,Yann Martel,3.85,968368,43472
1152651,151522,87520,Bill Kovach,3.80,1009,129
1152651,2612,1439,Malcolm Gladwell,3.92,1164651,48310
1152651,3343192,1412732,Kevin Hinckley,4.09,273,105
1152651,1038926,721,John Grisham,3.86,3166213,91696
1152651,244338,403,Beverly Cleary,3.97,612154,12585
1152651,5907,656983,J.R.R. Tolkien,4.29,5374100,79927
1152651,9822,6412,Robert C. O'Brien,4.07,140390,3802
1152651,91244,403,Beverly Cleary,3.97,612154,12585
1152651,91253,403,Beverly Cleary,3.97,612154,12585
1152651,6718568,403,Beverly Cleary,3.97,612154,12585
1152651,99110,81466,A.A. Milne,4.34,389082,5950
2452605,30673,17219,Arthur Koestler,4.02,23727,1296
2452605,5358,721,John Grisham,3.86,3166213,91696
2452605,5805,3961,Alan Moore,4.22,890128,26215
2452605,12497,4178,Cormac McCarthy,3.99,813442,58211
2452605,11566,3389,Stephen King,3.98,8638359,274531
2452605,18405,11081,Margaret Mitchell,4.27,804992,14647
2452605,227463,5735,Anthony Burgess,3.98,448283,10313
2452605,6310,4273,Roald Dahl,4.09,2019981,50491
2452605,68783,4376,Susanna Kaysen,3.88,134966,3242
2452605,11486,7380,Alice Walker,4.13,423034,10530
2452605,39662,3389,Stephen King,3.98,8638359,274531
2452605,22034,12605,Mario Puzo,4.24,293478,6842
2452605,1627,1262010,Annie Proulx,3.82,147788,7996
2452605,23807,12455,Thomas Harris,4.00,588059,8984
2452605,47401,9432,Joanne Harris,3.82,175224,12418
2452605,186190,77004,Winston Groom,4.00,47817,2034
2452605,5759,2546,Chuck Palahniuk,3.83,1070601,44891
2452605,5139,3490,Lauren Weisberger,3.59,774150,15947
2452605,13912,8644,Sylvia Nasar,4.09,82878,1119
2452605,35743,749461,Günter Grass,3.82,38851,1941
2452605,865,566,Paulo Coelho,3.71,1789772,82226
2452605,163716,3565,Oscar Wilde,4.08,1016986,29865
2452605,12852,3137322,Fyodor Dostoyevsky,4.16,834613,30843
2452605,260853,3137322,Fyodor Dostoyevsky,4.16,834613,30843
2452605,70401,1742,Jack Kerouac,3.73,419300,17121
2452605,7613,3706,George Orwell,3.98,3641959,71670
2452605,5470,3706,George Orwell,3.98,3641959,71670
1450889,13249833,103131,Georgina Harding,3.44,1588,281
1450889,3805,2578,Jonathan Franzen,3.71,274838,24767
1450889,7905092,2578,Jonathan Franzen,3.71,274838,24767
1450889,14250,3541,Barbara Kingsolver,3.97,994073,57439
1450889,77262,3541,Barbara Kingsolver,3.97,994073,57439
1450889,14249,3541,Barbara Kingsolver,3.97,994073,57439
1450889,30868,3541,Barbara Kingsolver,3.97,994073,57439
1450889,7244,3541,Barbara Kingsolver,3.97,994073,57439
1450889,6433752,3541,Barbara Kingsolver,3.97,994073,57439
1450889,215776,7486,Shirley Hazzard,3.57,5444,798
1450889,12738,7486,Shirley Hazzard,3.57,5444,798
1450889,142975,7486,Shirley Hazzard,3.57,5444,798
1450889,2967752,643126,Muriel Barbery,3.69,109654,14675
1450889,7784648,63640,Aminatta Forna,3.85,4673,686
1450889,6202342,498072,Audrey Niffenegger,3.89,1245869,54491
1450889,4214,811,Yann Martel,3.85,968368,43472
1450889,6259,4229,Sebastian Faulks,3.82,89459,6344
